Количество поколений в зависимости от плотности
0 6
0,02 7
0,04 8
0,06 11
0,08 11
0,1 63
0,12 490
0,14 93
0,16 476
0,18 514
0,2 1553
0,22 1105
0,24 1302
0,26 398
0,28 837
0,3 183
0,32 146
0,34 1053
0,36 680
0,38 2637
0,4 1426
0,42 419
0,44 259
0,46 344
0,48 468
0,5 333
0,52 113
0,54 195
0,56 424
0,58 488
0,6 731
0,62 950
0,64 160
0,66 195
0,68 524
0,7 157
0,72 748
0,74 721
0,76 9
0,78 11
0,8 10
0,82 8
0,84 8
0,86 8
0,88 8
0,9 8
0,92 7
0,94 7
0,96 7
0,98 7
1 7
